address,county,region,house_area_m2,rooms,maintenance_fee,sold_price,sold_date,price_change_perc,price_per_m2,housing_type,other_usable_area
Övre Husargatan 9,Göteborgs kommun,Linné,58.5,2.0,3446.0,3860000.0,16 february 2022,14.0,65983.0,Lägenhet,
Saxofongatan 3,Göteborgs kommun,Ruddalen,57.0,2.0,3862.0,1800000.0,16 february 2022,,31579.0,Lägenhet,
Övre Olskroksgatan 30,Göteborgs kommun,Bagaregården,55.0,2.5,3230.0,3150000.0,16 february 2022,,57273.0,Lägenhet,
Famngatan 30,Göteborgs kommun,Högsbo,70.0,3.0,4564.0,3240000.0,16 february 2022,0.0,46286.0,Lägenhet,
Tredje Långgatan 39,Göteborgs kommun,Linnéstaden,41.0,1.5,2137.0,2850000.0,16 february 2022,25.0,69512.0,Lägenhet,
Fjällvindsgatan 4,Göteborgs kommun,Centrala Hisingen,80.0,4.0,5400.0,2900000.0,16 february 2022,,36250.0,Lägenhet,
Befälsgatan 6,Göteborgs kommun,Kviberg,53.0,2.0,2490.0,2120000.0,16 february 2022,7.0,40000.0,Lägenhet,
Hedåsgatan 4A,Göteborgs kommun,Lorensberg,71.0,2.0,2261.0,4750000.0,16 february 2022,6.0,66901.0,Lägenhet,
Nordhemsgatan 68A,Göteborgs kommun,Linnéstaden,105.0,3.5,5929.0,7830000.0,16 february 2022,19.0,74571.0,Lägenhet,
Teatergatan 17,Göteborgs kommun,Lorensberg - Vasastaden,33.0,1.5,1108.0,3180000.0,16 february 2022,,96364.0,Lägenhet,
Övre Hallegatan 54,Göteborgs kommun,Centrala Hisingen,61.0,2.0,3945.0,2400000.0,16 february 2022,9.0,39344.0,Lägenhet,
Thorburnsgatan 2B,Göteborgs kommun,Johanneberg - Almedal,51.0,2.0,3040.0,2590000.0,16 february 2022,0.0,50784.0,Lägenhet,
Blåsutgatan 6,Göteborgs kommun,Majorna,82.0,3.0,5681.0,5100000.0,16 february 2022,,62195.0,Lägenhet,
Falkgatan 14D,Göteborgs kommun,Bagaregården,63.0,2.5,3743.0,3975000.0,16 february 2022,2.0,63095.0,Lägenhet,
Amiralitetsgatan 11A,Göteborgs kommun,Majorna,53.0,2.0,3054.0,3700000.0,16 february 2022,17.0,69811.0,Lägenhet,
Vaktmästaregången 12,Göteborgs kommun,Masthugget,37.0,1.0,2270.0,2345000.0,16 february 2022,3.0,63378.0,Lägenhet,
Grundsundsvägen 20A,Göteborgs kommun,Torslanda - Hjuvik,,,,9250000.0,16 february 2022,-8.0,,Tomt,0
Hjuviks bryggväg 15,Göteborgs kommun,Torslanda - Hjuvik,185.0,7.0,,12500000.0,16 february 2022,,,Villa,0
Såggatan 20E,Göteborgs kommun,Majorna,109.0,5.0,6136.0,6000000.0,16 february 2022,0.0,55046.0,Lägenhet,
Lergöksgatan 17,Göteborgs kommun,Grimmered,57.0,2.0,4044.0,2500000.0,16 february 2022,9.0,43860.0,Lägenhet,
Ebbe Lieberathsgatan 14C,Göteborgs kommun,Johanneberg - Almedal,35.0,1.0,2281.0,2500000.0,16 february 2022,,71429.0,Lägenhet,
Fjällgatan 3 C,Göteborgs kommun,Gamla Masthugget,46.1,2.0,3237.0,3725000.0,16 february 2022,26.0,80803.0,Lägenhet,
Björcksgatan 56 B,Göteborgs kommun,Kålltorp,77.0,3.0,4321.0,4760000.0,16 february 2022,16.0,61818.0,Lägenhet,
Fridkullagatan 18 E,Göteborgs kommun,Johanneberg,55.0,2.0,3489.0,3100000.0,16 february 2022,5.0,56364.0,Lägenhet,
Bagaregårdsgatan 9 A,Göteborgs kommun,Bagaregården,36.0,2.0,1993.0,2645000.0,16 february 2022,15.0,73472.0,Lägenhet,
Paradisgatan 23 B,Göteborgs kommun,Gamla Masthugget,63.0,2.0,3636.0,4300000.0,16 february 2022,15.0,68254.0,Lägenhet,
Hönekullegatan 24,Göteborgs kommun,Fiskebäck,130.0,5.0,,9510000.0,16 february 2022,6.0,,Villa,17.0
Lobeliagången 11,Göteborgs kommun,Fräntorp,70.0,5.0,,4350000.0,16 february 2022,2.0,,Radhus,35.0
Teleskopgatan 12,Göteborgs kommun,Bergsjön,97.0,4.0,5792.0,1850000.0,15 february 2022,4.0,19072.0,Lägenhet,
Anna Branzells Gata 16,Göteborgs kommun,Kviberg,55.0,2.0,2957.0,2850000.0,15 february 2022,10.0,51818.0,Lägenhet,
Nordhemsgatan 27B,Göteborgs kommun,Linnéstaden,63.0,2.0,3201.0,4470000.0,15 february 2022,24.0,70952.0,Lägenhet,
Runslingan 66,Göteborgs kommun,Torslanda - Centralt,112.0,5.0,,4500000.0,15 february 2022,0.0,,Villa,0
Blåsutgatan 8,Göteborgs kommun,Majorna,84.2,3.0,5748.0,4825000.0,15 february 2022,38.0,57304.0,Lägenhet,
Åsstigen 20,Göteborgs kommun,Askim,232.0,7.0,,9150000.0,15 february 2022,-8.0,,Villa,35.0
Rambergsvägen 25A,Göteborgs kommun,Centrala Hisingen,35.0,2.0,2202.0,2000000.0,15 february 2022,,57143.0,Lägenhet,
Stabbegatan 59,Göteborgs kommun,Björkekärr,62.0,3.0,4376.0,3050000.0,15 february 2022,,49194.0,Lägenhet,
Norra Fjädermolnsgatan 42,Göteborgs kommun,Länsmansgården,75.3,4.0,4529.0,2845000.0,15 february 2022,10.0,37782.0,Lägenhet,
Götabergsgatan 30,Göteborgs kommun,Lorensberg,61.0,2.0,1944.0,5500000.0,15 february 2022,12.0,90164.0,Lägenhet,
Wadmansgatan 4A,Göteborgs kommun,Lorensberg,112.0,4.0,3771.0,9000000.0,15 february 2022,13.0,80357.0,Lägenhet,
Kastellgatan 15B,Göteborgs kommun,Linnéstaden,41.0,2.0,2443.0,4300000.0,15 february 2022,26.0,104878.0,Lägenhet,
Fridhemsgatan 29A,Göteborgs kommun,Majorna,47.0,2.0,3620.0,2550000.0,15 february 2022,0.0,54255.0,Lägenhet,
Falkenbergsgatan 11A,Göteborgs kommun,Johanneberg - Almedal,54.0,2.0,3435.0,2910000.0,15 february 2022,8.0,53889.0,Lägenhet,
Topasgatan 70,Göteborgs kommun,Tynnered,92.0,4.0,5426.0,2250000.0,15 february 2022,13.0,24457.0,Lägenhet,
Klippan 1E,Göteborgs kommun,Klippan,69.0,3.0,4800.0,4675000.0,15 february 2022,10.0,67754.0,Lägenhet,
Torslanda Hästeviks väg 27,Göteborgs kommun,Torslanda - Hästevik,183.0,5.0,,9600000.0,15 february 2022,1.0,,Villa,12.0
Smörslottsgatan 57,Göteborgs kommun,Björkekärr,79.2,3.0,5448.0,4525000.0,15 february 2022,,57134.0,Lägenhet,
Viktoriagatan 22A,Göteborgs kommun,Vasastaden,81.0,3.0,2413.0,5995000.0,15 february 2022,0.0,74012.0,Lägenhet,
Önskevädersgatan 23,Göteborgs kommun,Biskopsgården,66.5,3.0,4271.0,1500000.0,15 february 2022,0.0,22556.0,Lägenhet,
Sjömilsgatan 19,Göteborgs kommun,Flatås,61.5,2.0,3276.0,2200000.0,15 february 2022,10.0,35772.0,Lägenhet,
Kavaljersgatan 34,Göteborgs kommun,Backa,74.3,3.0,5150.0,1840000.0,15 february 2022,5.0,24764.0,Lägenhet,
Gamla Tuvevägen 8,Göteborgs kommun,Centrala Hisingen - Nya Kvillebäcken,55.0,2.0,3410.0,2875000.0,15 february 2022,7.0,52273.0,Lägenhet,
Fredrikdalsgatan 12A,Göteborgs kommun,Johanneberg Almedal,52.0,2.0,3319.0,2875000.0,15 february 2022,,55288.0,Lägenhet,
Värmlandsgatan 28,Göteborgs kommun,Linnéstaden,139.0,4.5,4424.0,12000000.0,15 february 2022,9.0,86331.0,Lägenhet,
Gyllenkrooksgatan 1,Göteborgs kommun,Johanneberg,39.0,1.0,2410.0,3450000.0,15 february 2022,28.0,88462.0,Lägenhet,
Sten-Åke Cederhöks Gata 3B,Göteborgs kommun,Örgryte Torp,49.0,2.0,2767.0,4050000.0,15 february 2022,5.0,82653.0,Lägenhet,
Västergatan 18,Göteborgs kommun,Linné,72.0,3.0,3326.0,4400000.0,15 february 2022,,61111.0,Lägenhet,
Korsåsgatan 41,Göteborgs kommun,Tynnered,107.0,4.0,,4250000.0,15 february 2022,0.0,,Radhus,9.0
Toredalsgatan 67,Göteborgs kommun,Centrala Hisingen,67.0,5.0,,5250000.0,15 february 2022,8.0,,Villa,50.0
Ånäsvägen 4A,Göteborgs kommun,Bagaregården,66.5,3.0,4152.0,4570000.0,15 february 2022,14.0,68722.0,Lägenhet,
Konstapelsgatan 3a,Göteborgs kommun,Gamlestaden - Bellevue,54.5,2.0,3025.0,2740000.0,15 february 2022,14.0,50275.0,Lägenhet,
Nobelgatan 25D,Göteborgs kommun,Östra Centrum,48.0,1.5,3498.0,2610000.0,15 february 2022,-3.0,54375.0,Lägenhet,
Chalmersgatan 27 A,Göteborgs kommun,Vasastaden - Lorensberg,87.0,3.0,3813.0,7100000.0,15 february 2022,10.0,81609.0,Lägenhet,
Rubingatan 2,Göteborgs kommun,Tynnered,79.0,3.0,4689.0,2500000.0,14 february 2022,0.0,31646.0,Lägenhet,
Svängrumsgatan 85,Göteborgs kommun,Flatås,76.5,3.0,4190.0,3870000.0,14 february 2022,6.0,50588.0,Lägenhet,
Virveltorget 6,Göteborgs kommun,Centrala Hisingen,35.0,1.5,2494.0,1850000.0,14 february 2022,9.0,52857.0,Lägenhet,
Sagogången 11,Göteborgs kommun,Backa / Hisings Backa,82.0,3.0,5655.0,2180000.0,14 february 2022,9.0,26585.0,Lägenhet,
Sparvgatan 7,Göteborgs kommun,Bagaregården,78.0,3.0,3937.0,4900000.0,14 february 2022,,62821.0,Lägenhet,
Jägaregatan 2B,Göteborgs kommun,Centrala Hisingen,44.0,1.5,2823.0,1895000.0,14 february 2022,0.0,43068.0,Lägenhet,
Cederflychts gata 1,Göteborgs kommun,Hisings Backa,66.1,2.0,4545.0,2050000.0,14 february 2022,,31014.0,Lägenhet,
Banehagsgatan 16,Göteborgs kommun,Klippan - Södra Älvstranden,68.1,3.0,3405.0,5500000.0,14 february 2022,22.0,80764.0,Lägenhet,
Torkelsgatan 5,Göteborgs kommun,Lunden,56.1,2.0,3334.0,3630000.0,14 february 2022,21.0,64706.0,Lägenhet,
Liedstrandsgatan 1C,Göteborgs kommun,Lunden,79.0,3.0,3718.0,4250000.0,14 february 2022,,53797.0,Lägenhet,
Gamlestadstorget 35,Göteborgs kommun,Gamlestaden,85.0,3.0,5413.0,3550000.0,14 february 2022,5.0,41765.0,Lägenhet,
Amhults byväg 19,Göteborgs kommun,Torslanda - Amhult,85.0,3.0,6370.0,3700000.0,14 february 2022,3.0,43529.0,Lägenhet,
Lotta Svärdsgatan 3d,Göteborgs kommun,Gamlestaden,41.4,2.0,2812.0,1900000.0,14 february 2022,9.0,45894.0,Lägenhet,
"Salviatorget 2, MED EGEN UTEPLATS!",Göteborgs kommun,Gårdsten,35.0,1.0,2643.0,1230000.0,14 february 2022,3.0,35143.0,Lägenhet,
Ostindiefararen 13,Göteborgs kommun,Eriksberg,76.0,3.0,4082.0,5020000.0,14 february 2022,,66053.0,Lägenhet,
Antenngatan 5A - 55 +,Göteborgs kommun,Flatås - Högsbo,52.0,2.0,3026.0,2495000.0,14 february 2022,0.0,47981.0,Lägenhet,
Fågleviks fjällväg 18,Göteborgs kommun,Torslanda - Lilleby,200.0,7.0,,10000000.0,14 february 2022,,,Villa,26.0
Fiolgatan 8,Göteborgs kommun,Ruddalen,70.7,3.0,5012.0,2640000.0,14 february 2022,12.0,37341.0,Lägenhet,
Erik Dahlbergsgatan 29 C,Göteborgs kommun,Vasastaden,61.7,2.0,3772.0,5400000.0,14 february 2022,11.0,87520.0,Lägenhet,
Ernst Torulfsgatan 15B,Göteborgs kommun,Munkebäck,49.5,2.0,4136.0,2300000.0,13 february 2022,10.0,46465.0,Lägenhet,
Borstbindaregatan 15,Göteborgs kommun,Centrala Hisingen,43.0,2.0,2939.0,2325000.0,13 february 2022,-1.0,54070.0,Lägenhet,
Konsertgatan 13,Göteborgs kommun,Kaverös,59.5,2.0,2532.0,2440000.0,13 february 2022,6.0,41008.0,Lägenhet,
Önskevädersgatan 39,Göteborgs kommun,Biskopsgården,84.2,4.0,4901.0,1700000.0,13 february 2022,3.0,20190.0,Lägenhet,
Västergatan 16,Göteborgs kommun,Linnéstaden / Annedal,49.0,2.0,2264.0,3600000.0,12 february 2022,,73469.0,Lägenhet,
Fagottgatan 2,Göteborgs kommun,Ruddalen,68.0,3.0,3671.0,2500000.0,12 february 2022,,36765.0,Lägenhet,
Kungshöjdsgatan 9A,Göteborgs kommun,Kungshöjd,67.0,2.0,3657.0,5688000.0,12 february 2022,2.0,84896.0,Lägenhet,
Distansgatan 23 B,Göteborgs kommun,Högsbo - Flatås,78.3,3.0,4469.0,3520000.0,12 february 2022,0.0,44955.0,Lägenhet,
Bronsfatsgatan 5,Göteborgs kommun,Kannebäck,141.0,7.0,,8700000.0,12 february 2022,14.0,,Villa,109.0
Timotejgången 3,Göteborgs kommun,Fräntorp,75.0,4.0,,4750000.0,12 february 2022,,,Radhus,33.0
Brygghusvägen 15,Göteborgs kommun,Torslanda - Björlanda,59.0,2.0,3372.0,3100000.0,12 february 2022,5.0,52542.0,Lägenhet,
Turkosgatan 5,Göteborgs kommun,Frölunda,60.7,2.0,3869.0,1860000.0,12 february 2022,0.0,30643.0,Lägenhet,
Karl Staaffsgatan 16C,Göteborgs kommun,Tolered,43.0,2.0,2658.0,1750000.0,12 february 2022,9.0,40698.0,Lägenhet,
Vaktmästaregången 7,Göteborgs kommun,Masthugget,24.5,1.0,1751.0,2300000.0,12 february 2022,24.0,93878.0,Lägenhet,
Lillekärr norra 8,Göteborgs kommun,Hisings Kärra,30.9,1.0,2421.0,1550000.0,12 february 2022,0.0,50162.0,Lägenhet,
"Andra långgatan 34, Vån 7 / 8",Göteborgs kommun,Linné,56.0,2.0,2987.0,3550000.0,12 february 2022,19.0,63393.0,Lägenhet,
Astris Gata 90,Göteborgs kommun,Eriksberg,40.0,1.5,2488.0,2375000.0,12 february 2022,-1.0,59375.0,Lägenhet,
Lasarettsgatan 6,Göteborgs kommun,Kungshöjd,77.0,3.0,2996.0,6050000.0,12 february 2022,10.0,78571.0,Lägenhet,
Friedländers gata 14,Göteborgs kommun,Hisings Backa,83.6,3.5,5507.0,1875000.0,11 february 2022,1.0,22428.0,Lägenhet,
Bratteråsgatan 44,Göteborgs kommun,Eriksberg,79.0,2.0,4135.0,3800000.0,11 february 2022,12.0,48101.0,Lägenhet,
Kålgårdsgatan 3B,Göteborgs kommun,Kungsladugård,48.0,2.0,3369.0,3600000.0,11 february 2022,20.0,75000.0,Lägenhet,
"Fiolgatan 8, vån 11",Göteborgs kommun,Ruddalen,55.5,2.0,4034.0,2300000.0,11 february 2022,15.0,41441.0,Lägenhet,
Linnefjällsvägen 6B,Göteborgs kommun,Torslanda,143.0,,,8990000.0,11 february 2022,11.0,,Villa,0
Svalegatan 5A,Göteborgs kommun,Backa - Aröd,141.0,5.0,,6700000.0,11 february 2022,25.0,,Villa,0
Gösta andrées gata 4,Göteborgs kommun,Torslanda - Amhult,80.0,3.0,5313.0,4000000.0,11 february 2022,,50000.0,Lägenhet,
Övralidsgatan 3,Göteborgs kommun,Backadalen - Hisings Backa,64.5,2.0,4527.0,1625000.0,11 february 2022,-2.0,25194.0,Lägenhet,
Kvillegatan 7,Göteborgs kommun,Centrala Hisingen,74.0,3.0,3929.0,3765000.0,11 february 2022,11.0,50878.0,Lägenhet,
Svängrumsgatan 10,Göteborgs kommun,Flatås,97.5,4.0,5014.0,3625000.0,11 february 2022,7.0,37179.0,Lägenhet,
Mässingsgatan 4,Göteborgs kommun,Kungssten,173.0,8.0,,11000000.0,11 february 2022,5.0,,Villa,0
Kungsgatan 7b,Göteborgs kommun,Kungshöjd,38.0,1.5,2064.0,3050000.0,11 february 2022,5.0,80263.0,Lägenhet,
Fagottgatan 6,Göteborgs kommun,Frölunda,83.0,4.0,4199.0,3300000.0,11 february 2022,,39759.0,Lägenhet,
Sjöbackevägen 18,Göteborgs kommun,Billdal,74.0,3.0,4018.0,4500000.0,11 february 2022,-3.0,60811.0,Lägenhet,
"Fiolgatan 2, vån. 11",Göteborgs kommun,Ruddalen,55.5,2.0,4173.0,2250000.0,11 february 2022,0.0,40541.0,Lägenhet,
Virvelvindsgatan 26,Göteborgs kommun,Centrala Hisingen,70.5,3.0,4246.0,2700000.0,11 february 2022,10.0,38298.0,Lägenhet,
Gibraltargatan 64,Göteborgs kommun,Johanneberg,53.0,2.0,3428.0,3775000.0,11 february 2022,9.0,71226.0,Lägenhet,
Madängsgatan 4C,Göteborgs kommun,Brämaregården,32.0,1.0,2241.0,1875000.0,11 february 2022,0.0,58594.0,Lägenhet,
Astris Gata 60,Göteborgs kommun,Eriksberg,75.0,3.0,3570.0,4250000.0,11 february 2022,6.0,56667.0,Lägenhet,
Liedstrandsgatan 1A,Göteborgs kommun,Lunden,33.0,1.5,1567.0,2500000.0,11 february 2022,16.0,75758.0,Lägenhet,
Trumpetgatan 14,Göteborgs kommun,Frölunda,82.5,3.0,5017.0,4140000.0,11 february 2022,6.0,50182.0,Lägenhet,
Seglaregatan 21,Göteborgs kommun,Majorna,50.7,2.0,3971.0,2500000.0,11 february 2022,-2.0,49310.0,Lägenhet,
Bratteråsgatan 72,Göteborgs kommun,Eriksberg,48.0,1.5,3238.0,3000000.0,11 february 2022,5.0,62500.0,Lägenhet,
Segelflyget 8,Göteborgs kommun,Torslanda - Amhult,49.0,2.0,2843.0,3100000.0,11 february 2022,7.0,63265.0,Lägenhet,
Burgårdsgatan 10B,Göteborgs kommun,Lorensberg,51.0,1.5,2283.0,4200000.0,11 february 2022,6.0,82353.0,Lägenhet,
Kvadrantgatan 16,Göteborgs kommun,Bergsjön,61.8,2.0,4969.0,1195000.0,11 february 2022,0.0,19337.0,Lägenhet,
Bratteråsgatan 60,Göteborgs kommun,Eriksberg,61.0,2.0,3153.0,3900000.0,11 february 2022,,63934.0,Lägenhet,
Seglaregatan 17,Göteborgs kommun,Majorna,69.7,3.0,5176.0,2750000.0,11 february 2022,2.0,39455.0,Lägenhet,
Fastlagsgatan 25,Göteborgs kommun,Kortedala,52.5,2.0,3908.0,1750000.0,11 february 2022,0.0,33333.0,Lägenhet,
Träringen 15,Göteborgs kommun,Björkekärr,54.0,2.0,3626.0,2650000.0,11 february 2022,,49074.0,Lägenhet,
Malörtsgatan 119,Göteborgs kommun,Gårdsten,121.0,5.0,4555.0,2900000.0,11 february 2022,16.0,23967.0,Radhus,0
Gamlestads Brygga 11,Göteborgs kommun,Gamlestaden,35.0,1.5,2132.0,2300000.0,11 february 2022,5.0,65714.0,Lägenhet,
Norra Skeppspromenaden 4,Göteborgs kommun,Eriksberg,75.0,2.0,4214.0,3850000.0,11 february 2022,,51333.0,Lägenhet,
Kobbeslätten 10,Göteborgs kommun,Askim,54.0,2.0,3300.0,2600000.0,11 february 2022,4.0,48148.0,Lägenhet,
Önskevädersgatan 31,Göteborgs kommun,Biskopsgården,60.3,2.0,3961.0,1150000.0,11 february 2022,10.0,19071.0,Lägenhet,
Brygghusvägen 10,Göteborgs kommun,Torslanda - Björlanda,59.0,2.0,3240.0,2700000.0,11 february 2022,0.0,45763.0,Lägenhet,
Brygghusvägen 12,Göteborgs kommun,Torslanda - Björlanda,74.0,3.0,3890.0,3300000.0,11 february 2022,0.0,44595.0,Lägenhet,
Brygghusvägen 10,Göteborgs kommun,Torslanda - Björlanda,59.0,2.0,3240.0,2700000.0,11 february 2022,0.0,45763.0,Lägenhet,
Brygghusvägen 4,Göteborgs kommun,Torslanda - Björlanda,48.0,2.0,2763.0,2450000.0,11 february 2022,0.0,51042.0,Lägenhet,
Ångaren Ediths gata 5,Göteborgs kommun,Sannegårdshamnen,42.0,1.0,2468.0,2850000.0,11 february 2022,0.0,67857.0,Lägenhet,
Ångaren Ediths gata 5,Göteborgs kommun,Sannegårdshamnen,42.0,1.0,2468.0,2850000.0,11 february 2022,0.0,67857.0,Lägenhet,
Övralidsgatan 17,Göteborgs kommun,Hisings Backa,80.0,3.0,5263.0,2070000.0,10 february 2022,4.0,25875.0,Lägenhet,
Uppegårdsvägen 43,Göteborgs kommun,Grimmered,116.0,5.0,,6835000.0,10 february 2022,17.0,,Radhus,62.0
Brygghusvägen 23,Göteborgs kommun,Torslanda - Björlanda,75.0,3.0,4066.0,3650000.0,10 february 2022,6.0,48667.0,Lägenhet,
Helmutsrogatan 3 A,Göteborgs kommun,Almedal,38.0,1.0,2167.0,2300000.0,10 february 2022,10.0,60526.0,Lägenhet,
Mölndalsvägen 37,Göteborgs kommun,Almedal,65.5,2.0,3134.0,3440000.0,10 february 2022,16.0,52519.0,Lägenhet,
Godhemsgatan 3E,Göteborgs kommun,Kungsladugård,78.0,3.0,3866.0,5780000.0,10 february 2022,17.0,74103.0,Lägenhet,
Legendgatan 5,Göteborgs kommun,Hisings Backa,79.0,3.0,5611.0,2225000.0,10 february 2022,3.0,28165.0,Lägenhet,
Storhöjdsgatan 19,Göteborgs kommun,Strömmensberg,43.0,2.0,2249.0,2650000.0,10 february 2022,6.0,61628.0,Lägenhet,
Västra Stillestorpsgatan 9,Göteborgs kommun,Brämaregården,32.9,1.0,2643.0,1650000.0,10 february 2022,3.0,50152.0,Lägenhet,
Träringen 53,Göteborgs kommun,Björkekärr,53.5,2.0,3659.0,2625000.0,10 february 2022,5.0,49065.0,Lägenhet,
Fjällgatan 3J,Göteborgs kommun,Gamla Masthugget,40.0,2.0,2777.0,3100000.0,10 february 2022,11.0,77500.0,Lägenhet,
Nolehultsvägen 3,Göteborgs kommun,Tuve,61.0,2.0,3470.0,2650000.0,10 february 2022,,43443.0,Lägenhet,
Valthornsgatan 6,Göteborgs kommun,Västra Frölunda,54.0,2.0,3256.0,2650000.0,10 february 2022,0.0,49074.0,Lägenhet,
Snövädersgatan 9,Göteborgs kommun,Biskopsgården,65.0,3.0,3778.0,1600000.0,10 february 2022,0.0,24615.0,Lägenhet,
Arvid Lindmansgatan 17B,Göteborgs kommun,Centrala Hisingen,63.0,3.0,3721.0,2250000.0,10 february 2022,5.0,35714.0,Lägenhet,
Famngatan 34,Göteborgs kommun,Högsbo,70.0,3.0,4564.0,3350000.0,10 february 2022,0.0,47857.0,Lägenhet,
Astris Gata 76,Göteborgs kommun,Eriksberg,62.0,2.5,3128.0,3425000.0,10 february 2022,7.0,55242.0,Lägenhet,
Västra Stillestorpsgatan 17,Göteborgs kommun,Ramberget,96.5,4.0,6712.0,3435000.0,10 february 2022,4.0,35596.0,Lägenhet,
Ånäsvägen 8A,Göteborgs kommun,Bagaregården,50.5,2.0,3977.0,3000000.0,10 february 2022,18.0,59406.0,Lägenhet,
Slätten 4B,Göteborgs kommun,Lunden,67.0,3.0,4465.0,3350000.0,10 february 2022,12.0,50000.0,Lägenhet,
Amiralitetsgatan 9B,Göteborgs kommun,Majorna,56.0,2.0,3221.0,3800000.0,10 february 2022,21.0,67857.0,Lägenhet,
Bredängen 1,Göteborgs kommun,Billdal - Skintebo,130.0,6.0,,6775000.0,10 february 2022,5.0,,Radhus,18.0
Lillekärr Södra 184,Göteborgs kommun,Hisings Kärra,62.0,2.0,3937.0,1965000.0,10 february 2022,4.0,31694.0,Lägenhet,
Akkas gata 2,Göteborgs kommun,Backa,62.5,2.0,4643.0,1925000.0,10 february 2022,7.0,30800.0,Lägenhet,
Fridkullagatan 17C,Göteborgs kommun,Johanneberg,54.5,2.0,3405.0,3300000.0,10 february 2022,,60550.0,Lägenhet,
Banehagsgatan 18,Göteborgs kommun,Klippan,70.0,3.0,3471.0,5575000.0,10 february 2022,24.0,79643.0,Lägenhet,
Nilssonsberg 26,Göteborgs kommun,Linnéstaden,91.3,2.5,4258.0,4750000.0,10 february 2022,7.0,52026.0,Lägenhet,
Brynolfsgatan 3B,Göteborgs kommun,Johanneberg Almedal,55.2,2.0,3488.0,3000000.0,10 february 2022,12.0,54348.0,Lägenhet,
Borstbindaregatan 7,Göteborgs kommun,Centrala Hisingen,54.0,2.0,3353.0,2650000.0,10 february 2022,3.0,49074.0,Lägenhet,
Nordhemsgatan 45C,Göteborgs kommun,Linnéstaden,36.0,1.5,2029.0,3400000.0,10 february 2022,15.0,94444.0,Lägenhet,
Kransen 4F,Göteborgs kommun,Strömmensberg,55.5,2.0,3485.0,2460000.0,10 february 2022,24.0,44324.0,Lägenhet,
Smörgatan 18,Göteborgs kommun,Kallebäck,88.0,3.5,5944.0,3875000.0,10 february 2022,11.0,44034.0,Lägenhet,
Lill-Edvards väg 9,Göteborgs kommun,Torslanda Tumlehed,,,,5900000.0,10 february 2022,31.0,,Tomt,0
Enekullegatan 12B,Göteborgs kommun,Centrala Hisingen,47.0,2.0,3779.0,2000000.0,10 february 2022,6.0,42553.0,Lägenhet,
Sägengatan 66,Göteborgs kommun,Hisings Backa,33.4,1.0,2865.0,1410000.0,10 february 2022,18.0,42216.0,Lägenhet,
Aschebergsgatan 7A,Göteborgs kommun,Vasastaden,33.0,1.0,1136.0,2950000.0,10 february 2022,,89394.0,Lägenhet,
Framnäsgatan 10,Göteborgs kommun,Johanneberg Almedal,37.0,1.0,2408.0,2520000.0,10 february 2022,5.0,68108.0,Lägenhet,
Fjärde Långgatan 25,Göteborgs kommun,Linné,61.1,3.0,3147.0,3900000.0,10 february 2022,6.0,63830.0,Lägenhet,
Björcksgatan 32A,Göteborgs kommun,Kålltorp,53.0,2.0,3163.0,2650000.0,10 february 2022,6.0,50000.0,Lägenhet,
Storkgatan 4B,Göteborgs kommun,Bagaregården,35.8,1.0,2346.0,2400000.0,10 february 2022,15.0,67039.0,Lägenhet,
Övre Husargatan 25 A,Göteborgs kommun,Linnéstaden,207.0,6.0,9872.0,12250000.0,10 february 2022,0.0,59179.0,Lägenhet,
Klarinettgatan 9,Göteborgs kommun,Västra Frölunda,81.0,4.0,4929.0,3800000.0,10 february 2022,10.0,46914.0,Lägenhet,
Regnvädersgatan 22,Göteborgs kommun,Biskopsgården,65.5,3.0,3861.0,1790000.0,10 february 2022,0.0,27328.0,Lägenhet,
Birkagatan 43 A,Göteborgs kommun,Örgryte,36.0,1.0,2782.0,2435000.0,9 february 2022,16.0,67639.0,Lägenhet,
Salviadalen 32,Göteborgs kommun,Angered - Gårdsten,70.0,3.0,5115.0,1575000.0,9 february 2022,5.0,22500.0,Lägenhet,
Övralidsgatan 25,Göteborgs kommun,Hisings Backa,60.0,2.0,3714.0,1500000.0,9 february 2022,25.0,25000.0,Lägenhet,
Ångaren Indias gata 10,Göteborgs kommun,Sannegårdshamnen,59.5,2.0,4899.0,3600000.0,9 february 2022,9.0,60504.0,Lägenhet,
Långströmsgatan 4D,Göteborgs kommun,Centrala Hisingen,53.0,2.0,2929.0,2250000.0,9 february 2022,3.0,42453.0,Lägenhet,
Ekebygatan 20,Göteborgs kommun,Hisings Backa,74.3,3.0,5360.0,1980000.0,9 february 2022,4.0,26649.0,Lägenhet,
Mandolingatan 5,Göteborgs kommun,Högsbo,83.0,4.0,4332.0,3300000.0,9 february 2022,10.0,39759.0,Lägenhet,
Seglaregatan 10,Göteborgs kommun,Majorna,53.3,2.0,4279.0,2800000.0,9 february 2022,12.0,52533.0,Lägenhet,
Sanatoriegatan 29A,Göteborgs kommun,Kålltorp,94.0,3.5,4189.0,5900000.0,9 february 2022,-2.0,62766.0,Lägenhet,
Stampgatan 66,Göteborgs kommun,Stampen,63.0,2.0,2965.0,3350000.0,9 february 2022,0.0,53175.0,Lägenhet,
Långängen 10,Göteborgs kommun,Kvillebäcken,55.0,2.0,3490.0,2860000.0,9 february 2022,6.0,52000.0,Lägenhet,
